timestamp,layer,status,threat_intelligence,collection_success
2025-07-28T11:32:04.514555+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 99, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:04.509507+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 99, 'total_verifications': 99}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 99}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 99, 'false_positives': 0, 'identities_verified': 99, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:04.513347+00:00', 'total_threats': 0}",True
2025-07-28T11:32:09.546169+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 104, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:09.540944+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 104, 'total_verifications': 104}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 104}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 104, 'false_positives': 0, 'identities_verified': 104, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:09.544948+00:00', 'total_threats': 0}",True
2025-07-28T11:32:14.574595+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 109, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:14.569871+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 109, 'total_verifications': 109}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 109}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 109, 'false_positives': 0, 'identities_verified': 109, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:14.573565+00:00', 'total_threats': 0}",True
2025-07-28T11:32:19.607171+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 113, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:19.601956+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 113, 'total_verifications': 113}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 113}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 113, 'false_positives': 0, 'identities_verified': 113, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:19.606004+00:00', 'total_threats': 0}",True
2025-07-28T11:32:24.639570+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 118, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:24.634247+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 118, 'total_verifications': 118}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 118}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 118, 'false_positives': 0, 'identities_verified': 118, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:24.638458+00:00', 'total_threats': 0}",True
2025-07-28T11:32:29.672589+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 123, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:29.667377+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 123, 'total_verifications': 123}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 123}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 123, 'false_positives': 0, 'identities_verified': 123, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:29.671385+00:00', 'total_threats': 0}",True
2025-07-28T11:32:34.707411+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 128, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:34.701933+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 128, 'total_verifications': 128}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 128}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 128, 'false_positives': 0, 'identities_verified': 128, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:34.706164+00:00', 'total_threats': 0}",True
2025-07-28T11:32:39.732747+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 133, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:39.727048+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 133, 'total_verifications': 133}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 133}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 133, 'false_positives': 0, 'identities_verified': 133, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:39.731549+00:00', 'total_threats': 0}",True
2025-07-28T11:32:44.771670+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 138, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:44.765172+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 138, 'total_verifications': 138}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 138}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 138, 'false_positives': 0, 'identities_verified': 138, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:44.770248+00:00', 'total_threats': 0}",True
2025-07-28T11:32:49.808818+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 143, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:49.803468+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 143, 'total_verifications': 143}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 143}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 143, 'false_positives': 0, 'identities_verified': 143, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:49.807587+00:00', 'total_threats': 0}",True
2025-07-28T11:32:54.843236+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 148, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:54.837875+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 148, 'total_verifications': 148}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 148}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 148, 'false_positives': 0, 'identities_verified': 148, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:54.842117+00:00', 'total_threats': 0}",True
2025-07-28T11:32:59.875472+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 153, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:59.870426+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 153, 'total_verifications': 153}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 153}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 153, 'false_positives': 0, 'identities_verified': 153, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:32:59.874287+00:00', 'total_threats': 0}",True
2025-07-28T11:33:04.919836+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 158, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:33:04.912656+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 158, 'total_verifications': 158}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 158}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 158, 'false_positives': 0, 'identities_verified': 158, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:33:04.918463+00:00', 'total_threats': 0}",True
2025-07-28T11:33:09.948633+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 163, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:33:09.943907+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 163, 'total_verifications': 163}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 163}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 163, 'false_positives': 0, 'identities_verified': 163, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:33:09.947542+00:00', 'total_threats': 0}",True
2025-07-28T11:33:14.985605+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 167, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:33:14.979384+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 167, 'total_verifications': 167}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 167}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 167, 'false_positives': 0, 'identities_verified': 167, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:33:14.984185+00:00', 'total_threats': 0}",True
2025-07-28T11:33:20.025481+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 172, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:33:20.018548+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 172, 'total_verifications': 172}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 172}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 172, 'false_positives': 0, 'identities_verified': 172, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:33:20.023883+00:00', 'total_threats': 0}",True
2025-07-28T11:33:25.058432+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 177, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:33:25.053528+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 177, 'total_verifications': 177}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 177}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 177, 'false_positives': 0, 'identities_verified': 177, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:33:25.057303+00:00', 'total_threats': 0}",True
2025-07-28T11:33:30.091763+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 182, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:33:30.086490+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 182, 'total_verifications': 182}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 182}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 182, 'false_positives': 0, 'identities_verified': 182, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:33:30.090568+00:00', 'total_threats': 0}",True
2025-07-28T11:33:35.126915+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 187, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:33:35.120530+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 187, 'total_verifications': 187}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 187}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 187, 'false_positives': 0, 'identities_verified': 187, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:33:35.125380+00:00', 'total_threats': 0}",True
2025-07-28T11:33:40.166347+00:00,cloud,"{'data_storage': {'identity_verifications_count': 0, 'processed_data_count': 192, 'threat_reports_count': 0}, 'global_intelligence': {'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:33:40.158482+00:00', 'total_threats': 0}, 'services': {'identity_verification': {'behavioral_profiles': 1, 'blockchain_ledger_size': 1, 'credential_store_size': 0, 'did_registry_size': 1, 'statistics': {'credentials_issued': 0, 'failed_verifications': 0, 'revoked_credentials': 0, 'successful_verifications': 192, 'total_verifications': 192}, 'trust_levels': ['verified', 'trusted', 'authenticated', 'unverified', 'suspicious'], 'verification_history_size': 192}, 'threat_intelligence': {'active_threats': 0, 'is_trained': False, 'known_indicators': {'attack_signatures': 0, 'malicious_ips': 0, 'suspicious_patterns': 0}, 'threat_categories': ['chaperone_attack', 'identity_spoofing', 'lateral_movement', 'data_exfiltration', 'ddos_attack', 'malware_infection'], 'threat_signatures': 3, 'threat_timeline_size': 0}}, 'statistics': {'data_packets_processed': 192, 'false_positives': 0, 'identities_verified': 192, 'start_time': '2025-07-28T11:30:23.832750+00:00', 'threats_detected': 0}}","{'active_threats': 0, 'threat_summary': {}, 'timestamp': '2025-07-28T11:33:40.164589+00:00', 'total_threats': 0}",True
